REP_AGEN,Longitude,Latitude,OBJECTID,MSRI_CODE,MSRI_DESCR,COMMENT,Date,TOWN_ID,ROUTE_DES,ROUTE,BEGIN_MM,END_MM,LRS_CODE,TOWN,LOCATION
FW,-72.13967853,44.6939256,1449,Moose,NULL,NULL,5/31/95,-9999,NULL,-9999,-9999,-9999,NULL,CONCORD,Town Highway 67 .1m W Miles Pond Brook.
FW,-72.14118519,44.96665277,2354,Moose,NULL,NULL,6/28/01,-9999,NULL,-9999,-9999,-9999,NULL,PERU,RTE 11 AND YAK'S WAY
AOT,-72.14221313,44.18718799,971,Deer RK AD,"Deer, RoadKill, Adult Doe",NULL,7/15/04,310,US 302,302,2,2,U302-0310,RYEGATE,NULL
FW,-72.14270956,44.96580105,2353,Moose,NULL,NULL,6/2/00,-9999,NULL,-9999,-9999,-9999,NULL,MANCHESTER,"RT 7, 1/2 MILE SOUTH OF EXIT 4 (MANCHESTER)"
FW,-72.14293663,44.6984309,1441,Moose,NULL,NULL,8/17/99,-9999,NULL,-9999,-9999,-9999,NULL,COLCHESTER,I-89 NORTH SIDE EXIT 17 OVERPASS
FW,-72.1436297,44.69925387,2480,Moose,NULL,NULL,9/29/88,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I 91 MM 151/10
FW,-72.14537973,44.7012385,2479,Moose,NULL,NULL,2/22/95,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I 91 Sheffield Heights mm 148
FW,-72.1467897,44.96279441,1151,Moose,NULL,NULL,9/2/95,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,RT 114 Morgan - underpass pond
FW,-72.14772985,44.7030842,1458,Moose,NULL,NULL,4/12/99,-9999,NULL,-9999,-9999,-9999,NULL,CONCORD,Carr Brook- Us Rt 2
FW,-72.15030127,44.70477098,2844,Moose,NULL,NULL,8/6/98,-9999,NULL,-9999,-9999,-9999,NULL,WARREN'S GOR,Rt 114 .25 mi N of Norton Pnd Access Rd
FW,-72.15057973,44.70502794,1098,Moose,NULL,NULL,6/20/90,-9999,NULL,-9999,-9999,-9999,NULL,COVENTRY,I 91 167/50 SB
FW,-72.15059337,44.70406157,1464,Moose,NULL,NULL,8/18/97,-9999,NULL,-9999,-9999,-9999,NULL,DERBY,I-91/N 173/55
FW,-72.15381608,44.94802572,1153,Moose,NULL,NULL,11/12/89,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,UNDERPASS POND/TRESTLE
FW,-72.15761708,44.94340715,2793,Moose,NULL,NULL,9/17/93,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,Rt. 114 D2 side wallow 1/2 mi. n. of Norton Lake
FW,-72.15763983,44.62253099,2842,Moose,NULL,NULL,11/22/96,-9999,NULL,-9999,-9999,-9999,NULL,WARREN'S GOR,Rt 114 just s. of Bill Sladyk WMA Rd.
FW,-72.15875571,44.94145531,2792,Moose,NULL,NULL,7/17/99,-9999,NULL,-9999,-9999,-9999,NULL,NEWARK,"RT 114, 1 MILE SOUTH OF BRIGHTON T/L"
AOT,-72.15967641,44.7084964,2003,Deer RK UN,"Deer, RoadKill, Unknown",NULL,1/6/06,609,I 89,89,124,124,I089-0609,HIGHGATE,NULL
FW,-72.15985286,44.73175787,1966,Bear,NULL,NULL,5/27/02,-9999,NULL,-9999,-9999,-9999,NULL,WATERFORD,STONEY BROOK ROAD
FW,-72.16090277,44.67303922,1490,Moose,NULL,NULL,7/1/85,-9999,NULL,-9999,-9999,-9999,NULL,GLOVER,I-91 MM 151/50 Northbound lane
FW,-72.16137423,44.66406593,2478,Moose,NULL,NULL,11/17/94,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I 91 SOUTH M/M 150
FW,-72.16191666,44.93956417,2000,Bear,NULL,NULL,9/28/02,-9999,NULL,-9999,-9999,-9999,NULL,Brookfield,I 89 mm 40 S
FW,-72.16303544,44.67799624,1489,Moose,NULL,NULL,4/24/02,-9999,NULL,-9999,-9999,-9999,NULL,FERDINAND,VT route 105
FW,-72.16346754,44.67823807,1488,Moose,NULL,NULL,8/8/98,-9999,NULL,-9999,-9999,-9999,NULL,FERDINAND,Rt 105 5 mi E of Island Pond
FW,-72.16604268,44.00778637,1912,Bear,NULL,NULL,11/19/94,-9999,NULL,-9999,-9999,-9999,NULL,GLASTENBURY,RT7 .25MiN. OF HIGHEST ELEVATION
FW,-72.16766631,44.93446382,2579,Moose,NULL,NULL,7/18/88,-9999,NULL,-9999,-9999,-9999,NULL,AVERILL,RT 114
FW,-72.1680706,44.71092711,1964,Bear,NULL,NULL,10/1/99,-9999,NULL,-9999,-9999,-9999,NULL,WATERBURY,I-89  NB  MM 67
FW,-72.16917319,44.41092628,1394,Moose,NULL,NULL,5/17/99,-9999,NULL,-9999,-9999,-9999,NULL,WINDSOR,I-91 SBL MM 59/50
FW,-72.17096017,44.01622753,1914,Bear,NULL,NULL,9/26/95,-9999,NULL,-9999,-9999,-9999,NULL,HARTFORD,I 91 WHITE RIVER OVERPASS
AOT,-72.17125178,44.71285708,2002,Deer RK AB,"Deer, RoadKill, Adult Buck",NULL,4/21/04,1409,VT 12,12,6.8,6.8,V012-1409,HARTLAND,NULL
FW,-72.17127022,44.92748951,1999,Bear,NULL,NULL,9/24/03,-9999,NULL,-9999,-9999,-9999,NULL,Waterbury,I 89 mm 61 at ledges
FW,-72.17239003,44.88608818,1988,Bear,NULL,NULL,10/29/03,-9999,NULL,-9999,-9999,-9999,NULL,Woodford,rt 9
FW,-72.17259748,44.71218736,1965,Bear,NULL,NULL,6/24/95,-9999,NULL,-9999,-9999,-9999,NULL,WATERFORD,I93 S.Mi 5
FW,-72.17263397,44.9221837,1149,Moose,NULL,NULL,5/29/91,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,1/2 MI NORTH UNDERPASS RT 114
FW,-72.1729649,44.87640411,1987,Bear,NULL,NULL,10/11/03,-9999,NULL,-9999,-9999,-9999,NULL,Woodford,Rt 9 Red Mill Pond
FW,-72.17299784,44.88931133,1142,Moose,NULL,NULL,8/15/83,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,ONE MILE N OF UNDERPASS
FW,-72.17313324,44.89358975,2795,Moose,NULL,NULL,4/18/86,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,1/2 MI N NORTON LAKE - RT 114
FW,-72.17356545,44.92043791,1996,Bear,NULL,NULL,10/8/00,-9999,NULL,-9999,-9999,-9999,NULL,IRasburg,Rt 14 2.0 miles N of Irasburg
FW,-72.17397108,44.41015603,2351,Moose,NULL,NULL,10/10/96,-9999,NULL,-9999,-9999,-9999,NULL,LANDGROVE,Jct Cody & Landgrove-Weston Roads
FW,-72.17499178,44.89865662,2352,Moose,NULL,NULL,8/31/94,-9999,NULL,-9999,-9999,-9999,NULL,LANDGROVE,Rt. 11 near Nordic Inn
FW,-72.17499319,44.91743981,1147,Moose,NULL,NULL,10/15/99,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,"RTE 114, 0.5 MI S OF UNDERPASS"
FW,-72.17556686,43.88559409,2800,Moose,NULL,NULL,6/27/99,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,"RT 114, NEAR CLAUDE ROY FARM"
FW,-72.1757036,44.91804366,1997,Bear,NULL,NULL,7/18/00,-9999,NULL,-9999,-9999,-9999,NULL,Morgan,"Vt 111, 1 mile east of Seymour Lake Beach"
FW,-72.17571046,44.91828782,1148,Moose,NULL,NULL,5/25/85,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,RT 114 UNDERPASS
FW,-72.17577612,44.91575575,1994,Bear,NULL,NULL,8/13/00,-9999,NULL,-9999,-9999,-9999,NULL,Leicester,"Rt 53, 50 YARDS south of Minnie Baker Trail"
FW,-72.17595735,44.90133075,1991,Bear,NULL,NULL,11/28/01,-9999,NULL,-9999,-9999,-9999,NULL,Londonderry,Rt 11 just E of Powder Mill Rd
FW,-72.17599823,44.91533281,1993,Bear,NULL,NULL,5/15/00,-9999,NULL,-9999,-9999,-9999,NULL,Calais,W County Rd. 0.7 miles N of Dugar Brk Rd
FW,-72.17642766,44.40976128,2350,Moose,NULL,NULL,5/20/98,-9999,NULL,-9999,-9999,-9999,NULL,GLASTENBURY,Rt. 7 at highest elevation
FW,-72.17688514,44.90423369,1154,Moose,NULL,NULL,8/21/91,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,RT 114 S OF FOURPASS
FW,-72.17726054,44.91145772,1992,Bear,NULL,NULL,10/20/00,-9999,NULL,-9999,-9999,-9999,NULL,Bridgewater,"Rt 4 north to south, ottauquechee"
FW,-72.17749872,44.91449657,1152,Moose,NULL,NULL,10/15/89,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,RT 114 - UNDERPASS RD
FW,-72.17849074,44.911906,2756,Moose,NULL,NULL,6/28/99,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,"RT 2, 6/10 MI EAST OF jct WITH RIVER RD"
FW,-72.17888059,44.90768811,1998,Bear,NULL,NULL,8/8/02,-9999,NULL,-9999,-9999,-9999,NULL,Pittsfield,"Rt 100, 0.8 miles north of Killington TL"
FW,-72.17994802,44.72448251,2686,Moose,NULL,NULL,8/20/99,-9999,NULL,-9999,-9999,-9999,NULL,CONCORD,"VICTORY RD, 8/10 MILE SOUTH OF TOWN LINE TH-1"
FW,-72.18023085,44.72593486,2685,Moose,NULL,NULL,6/20/99,-9999,NULL,-9999,-9999,-9999,NULL,CONCORD,Oregon Rd (TH #4)1.6 mi from jct w/ Rt 2
FW,-72.18038461,43.87842138,2683,Moose,NULL,NULL,6/21/99,-9999,NULL,-9999,-9999,-9999,NULL,CANAAN,Cole Hill Rt 114
FW,-72.18040113,44.72909914,2531,Moose,NULL,NULL,6/13/97,-9999,NULL,-9999,-9999,-9999,NULL,BOLTON,Bolton Flats MM 70
FW,-72.18501496,44.7203698,2768,Moose,NULL,NULL,6/15/95,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,WOODLANDS 0.3 MI SE OF RT 2/TH 22
FW,-72.18511992,44.86394372,2540,Moose,NULL,NULL,11/12/00,-9999,NULL,-9999,-9999,-9999,NULL,COLCHESTER,189 NB MM 94
AOT,-72.18517443,44.72510781,630,Deer RK AB,"Deer, RoadKill, Adult Buck",NULL,12/11/04,1002,VT 16,16,0.5,0.5,V016-1002,BARTON,NULL
FW,-72.18591019,44.86416277,2689,Moose,NULL,NULL,5/21/93,-9999,NULL,-9999,-9999,-9999,NULL,CONCORD,ST HWY 2 O.1 MI. EAST OF E END OF TWN HWY 67
AOT,-72.18631964,44.93495491,621,Deer RK UN,"Deer, RoadKill, Unknown",winter yard,1/30/04,1015,VT 191,191,0.28,0.28,V191-1015,NEWPORT CITY,NULL
FW,-72.18650723,44.40849021,2580,Moose,NULL,NULL,5/30/93,-9999,NULL,-9999,-9999,-9999,NULL,AVERILL,RT 114 - TEDDY BEAR TREE FARM
FW,-72.18676727,44.86324094,2755,Moose,NULL,NULL,5/19/91,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,APPROX. 3 MI W OF LUNENBURG
FW,-72.18712951,43.86946275,2801,Moose,NULL,NULL,10/11/99,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,VT ROUTE 114 APPROX 2 MI S NORTON COUNTRY STORE
FW,-72.18742883,44.86157185,1995,Bear,NULL,NULL,7/7/00,-9999,NULL,-9999,-9999,-9999,NULL,Irasburg,W Glover Rd 3.0 south of Irasburg
FW,-72.18823053,43.86297221,1947,Bear,NULL,NULL,9/28/98,-9999,NULL,-9999,-9999,-9999,NULL,ROCKINGHAM,"I-91  MM 36/40, SOUTH BOUND LAND"
FW,-72.18845917,43.8636899,1165,Moose,NULL,NULL,11/26/97,-9999,NULL,-9999,-9999,-9999,NULL,NEWPORT TOWN,4.5 E. of N. Troy on Rte. 100
FW,-72.18875852,44.70400529,2577,Moose,NULL,NULL,4/10/87,-9999,NULL,-9999,-9999,-9999,NULL,AVERILL,114 between Norton and Canaan
AOT,-72.19014536,43.88713159,616,Deer RK AD,"Deer, RoadKill, Adult Doe",NULL,5/3/04,906,VT 244,244,1.7,1.7,V244-0906,FAIRLEE,NULL
FW,-72.19084116,44.74852013,1096,Moose,NULL,NULL,3/29/98,-9999,NULL,-9999,-9999,-9999,NULL,CHARLESTON,1.0 mile W. of E. Charleston on Rte. 105
FW,-72.19141926,44.40815953,1146,Moose,NULL,NULL,6/22/00,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,RT 114 PINE BRK.
FW,-72.19294246,44.84028195,1968,Bear,NULL,NULL,11/27/94,-9999,NULL,-9999,-9999,-9999,NULL,WEST FAIRLEE,BEANVILLE RD.JUST BEFORE BROOK CROSSING
FW,-72.19356973,44.8426112,2786,Moose,NULL,NULL,4/23/98,-9999,NULL,-9999,-9999,-9999,NULL,GUILDHALL,1/4 mi W. of Lancaster bridge Rte. 2
FW,-72.19725713,44.65508866,2644,Moose,NULL,NULL,9/28/97,-9999,NULL,-9999,-9999,-9999,NULL,BRUNSWICK,Rt 105 Brunswick/Ferdinand T/L
FW,-72.19905261,44.83147235,2585,Moose,NULL,NULL,7/13/95,-9999,NULL,-9999,-9999,-9999,NULL,AVERILL,VT Rt. 114 Old Fields Flat (signs in place).
FW,-72.20018028,44.8303249,1193,Moose,NULL,NULL,6/10/99,-9999,NULL,-9999,-9999,-9999,NULL,MOUNT HOLLY,Rt 103 .02 miles N of Summit Rd
FW,-72.20179748,44.40761571,2571,Moose,NULL,NULL,5/15/00,-9999,NULL,-9999,-9999,-9999,NULL,WILLISTON,S. BOUND NORTH OF EX 12 1/4 OF A MILE
FW,-72.20369869,43.83676909,1950,Bear,NULL,NULL,9/30/01,-9999,NULL,-9999,-9999,-9999,NULL,SHAFTSBURY,290 FOX HILL ROAD
AOT,-72.20445062,44.64171642,2006,Deer RK AD,"Deer, RoadKill, Adult Doe",NULL,12/1/04,1307,I 91,91,5.056,5.056,I091-1307,GUILFORD,NULL
FW,-72.20665881,44.83429314,1192,Moose,NULL,NULL,7/7/98,-9999,NULL,-9999,-9999,-9999,NULL,MENDON,Rt 4 .3 mi W of Mendon Beaver Pond
AOT,-72.20845683,44.61722774,2008,Other,Other,Dead raccoon  [ large ],9/24/04,615,VT 78,78,1.2,1.2,V078-0615,SWANTON,NULL
AOT,-72.20918314,43.89862653,62,Other,Other,Fox hit by auto.,9/17/04,906,VT 244,244,0.4,0.4,V244-0906,FAIRLEE,NULL
FW,-72.20994037,43.82302461,1944,Bear,NULL,NULL,5/6/95,-9999,NULL,-9999,-9999,-9999,NULL,RICHFORD,RT105-1.4Mi. W ORLEANS CO.LINE
FW,-72.21062155,43.82290762,1949,Bear,NULL,NULL,8/4/00,-9999,NULL,-9999,-9999,-9999,NULL,SEARSBURG,RT 9 -- 1.9 MILES E OF GEORGE AIKEN ROAD
FW,-72.21111893,44.63520779,2381,Moose,NULL,NULL,4/23/97,-9999,NULL,-9999,-9999,-9999,NULL,BURKE,Rte 5 0.5 mi S jct Bugbee crossing rd
AOT,-72.21193039,43.90238745,525,Deer RK FD,"Deer, RoadKill, Fawn Doe",Hit by a car.,7/21/04,906,VT 244,244,0.05,0.05,V244-0906,FAIRLEE,NULL
AOT,-72.21247043,44.60331533,2007,Deer RK AD,"Deer, RoadKill, Adult Doe",NULL,7/26/05,1204,US 2,2,0.4,0.4,U002-1204,CABOT,NULL
AOT,-72.2126216,44.62451752,2005,Deer RK FD,"Deer, RoadKill, Fawn Doe",NULL,3/9/04,1409,VT 12,12,0.9,0.9,V012-1409,HARTLAND,NULL
FW,-72.21391449,44.77185337,1963,Bear,NULL,NULL,7/21/94,-9999,NULL,-9999,-9999,-9999,NULL,GUILFORD,I 91 MM2
FW,-72.2148551,44.79961274,1100,Moose,NULL,NULL,5/26/01,-9999,NULL,-9999,-9999,-9999,NULL,CRAFTSBURY,"RTE 14, 1/4 MI S OF N WOLCOTT RD"
FW,-72.21558882,44.7922526,1101,Moose,NULL,NULL,6/7/92,-9999,NULL,-9999,-9999,-9999,NULL,DERBY,I 91 NB
FW,-72.21578491,43.81376516,1948,Bear,NULL,NULL,10/1/03,-9999,NULL,-9999,-9999,-9999,NULL,SALISBURY,RT 7  FILLIONS GREENHOUSE
FW,-72.21617713,44.79198778,2569,Moose,NULL,NULL,5/24/98,-9999,NULL,-9999,-9999,-9999,NULL,KILLINGTON,Rt 4 .25 mi E of Thundering Bk Rd
FW,-72.2164892,43.79617825,1946,Bear,NULL,NULL,9/8/01,-9999,NULL,-9999,-9999,-9999,NULL,ROCHESTER,"RT 73, 7/10 MI W OF 90 DEGREE TURN"
FW,-72.21655099,44.7916202,2628,Moose,NULL,NULL,10/11/86,-9999,NULL,-9999,-9999,-9999,NULL,BRUNSWICK,RT 105 OPPOSITE NOTCH PD RD
FW,-72.216829,43.81184182,2684,Moose,NULL,NULL,7/1/95,-9999,NULL,-9999,-9999,-9999,NULL,CONCORD,State Aid Highway 4 1.1m S Town Highway 7.
FW,-72.218501,43.80587986,1945,Bear,NULL,NULL,10/14/03,-9999,NULL,-9999,-9999,-9999,NULL,RICHMOND,I-89  NB  MM 78
FW,-72.21965559,44.58937287,1288,Moose,NULL,NULL,8/11/99,-9999,NULL,-9999,-9999,-9999,NULL,WATERBURY,WATERBURY - BOLTON TOWN LINE RTE 2
FW,-72.22074183,44.81677622,2582,Moose,NULL,NULL,6/24/93,-9999,NULL,-9999,-9999,-9999,NULL,AVERILL,1/8 mile West of Canaan/Averill Town line
AOT,-72.22149146,43.81557472,344,Other,Other,Fox hit by a car.,8/9/04,911,VT 113,113,6.7,6.7,V113-0911,THETFORD,NULL
FW,-72.22166181,44.5448265,1257,Moose,NULL,NULL,9/20/97,-9999,NULL,-9999,-9999,-9999,NULL,MONTPELIER,I-89 MM 53/54 NBL Exit 8
FW,-72.22169104,44.21939834,1401,Moose,NULL,NULL,8/10/99,-9999,NULL,-9999,-9999,-9999,NULL,AVERILL,0.5 MI E. BIG AVERILL VT ROUTE 114
FW,-72.22376637,43.81735506,1001,Moose,NULL,NULL,4/15/94,-9999,NULL,-9999,-9999,-9999,NULL,ELMORE,Rt. 12 0.25 mi. n. of Worcester line
FW,-72.22565692,44.53334621,1503,Moose,NULL,NULL,6/15/96,-9999,NULL,-9999,-9999,-9999,NULL,LEMINGTON,West side of VT 102 300 feet North Bloomfield TL
FW,-72.22623898,44.17683496,1952,Bear,NULL,NULL,10/6/84,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,Sheffield Square area
FW,-72.22757415,43.94419995,2672,Moose,NULL,NULL,9/21/94,-9999,NULL,-9999,-9999,-9999,NULL,CANAAN,RT 114 BY MOOSE LICK HALFWAY DOWN EAST SIDE OF HAR
FW,-72.22883251,44.63214045,1176,Moose,NULL,NULL,5/11/93,-9999,NULL,-9999,-9999,-9999,NULL,CASTLETON,US RT 4 EXIT 5
AOT,-72.22960372,43.75581353,663,Lg Bird,"Large Bird (hawk, owl, turkey, waterfowl)",Dead Mallard Duck.,4/26/04,1411,US 5,5,6.66,6.66,U005-1411,NORWICH,NULL
AOT,-72.23003735,44.59441895,2009,Other,Other,5/12/2004 reported coyotes found on Southbound side of I-89.,9/10/04,411,I 89,89,75,75,I089-0411,RICHMOND,NULL
FW,-72.23508616,44.80585958,2772,Moose,NULL,NULL,10/17/94,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,RT 2 ONE TENTH OF A MILE WEST OF TH #45
FW,-72.23541404,44.39852587,2106,Moose,NULL,NULL,7/13/88,-9999,NULL,-9999,-9999,-9999,NULL,BOLTON,NOTCH RD AND RT 2
FW,-72.2354468,43.75800499,2253,Moose,NULL,NULL,6/30/93,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I-91 adjacent to Duck Pond
FW,-72.24106414,44.21811245,1400,Moose,NULL,NULL,7/26/94,-9999,NULL,-9999,-9999,-9999,NULL,AVERILL,Rt. 114 Teddy Bear Tree Farm
FW,-72.24268458,44.90373202,2758,Moose,NULL,NULL,8/4/99,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,"RT 2, 2.2 MILES EAST OF LUNENBURG"
FW,-72.2436113,44.90077331,1989,Bear,NULL,NULL,7/22/03,-9999,NULL,-9999,-9999,-9999,NULL,Glastenbury,.5 miles north of HOL rt 7
FW,-72.24393174,44.21794738,1399,Moose,NULL,NULL,10/11/87,-9999,NULL,-9999,-9999,-9999,NULL,AVERILL,Rt 114 Old Field Flats
FW,-72.24487928,44.21755171,1398,Moose,NULL,NULL,9/27/87,-9999,NULL,-9999,-9999,-9999,NULL,AVERILL,Rt. 114 Old Field Flats
FW,-72.24686778,44.21690652,1402,Moose,NULL,NULL,7/9/96,-9999,NULL,-9999,-9999,-9999,NULL,BARNET,I-91 North 1 mile north exit 18
AOT,-72.24770156,43.84178987,511,Other,Other,Fox Dead,6/1/04,911,VT 113,113,4.2,4.2,V113-0911,THETFORD,NULL
FW,-72.24771771,44.24381196,1181,Moose,NULL,NULL,5/20/01,-9999,NULL,-9999,-9999,-9999,NULL,MENDON,"RTE 4, 0.7 MI E OF WHEELERVILLE RD"
FW,-72.24809062,44.44884263,1272,Moose,NULL,NULL,5/25/91,-9999,NULL,-9999,-9999,-9999,NULL,WATERBURY,EXIT 10 NB I 89
FW,-72.24876928,44.21623032,2386,Moose,NULL,NULL,1/24/91,-9999,NULL,-9999,-9999,-9999,NULL,BURKE,RT 114 NEAR PIPELINE
FW,-72.25555069,44.93075707,2664,Moose,NULL,NULL,8/10/99,-9999,NULL,-9999,-9999,-9999,NULL,CANAAN,"RT 114, HARRIMAN HILL"
FW,-72.2572511,44.75941195,1191,Moose,NULL,NULL,4/24/99,-9999,NULL,-9999,-9999,-9999,NULL,MENDON,Rt 4 .2 mi W of Beaver Pond
FW,-72.25794937,44.89428433,2789,Moose,NULL,NULL,5/8/99,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,Rt 2 2 mi E of Lunenburg
FW,-72.25922381,44.83886683,2807,Moose,NULL,NULL,6/19/91,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,MM 0060 RT 114
AOT,-72.25965883,44.55714533,516,Deer RK UN,"Deer, RoadKill, Unknown",NULL,3/8/04,1009,VT 16,16,1,1,V016-1009,GREENSBORO,NULL
FW,-72.26112507,44.20945165,1397,Moose,NULL,NULL,5/18/98,-9999,NULL,-9999,-9999,-9999,NULL,WOODSTOCK,Rt 4 W of int of Westerdale Cutoff Rd & T/H 28
FW,-72.26232375,44.26900733,1178,Moose,NULL,NULL,8/2/99,-9999,NULL,-9999,-9999,-9999,NULL,CHITTENDEN,RTE 73 4 MILES W. JCT. RT 100
AOT,-72.26391047,44.55067439,457,Deer RK UN,"Deer, RoadKill, Unknown",NULL,12/28/04,1009,VT 16,16,0.5,0.5,V016-1009,GREENSBORO,NULL
FW,-72.26462593,44.76457762,2885,Moose,NULL,NULL,12/21/99,-9999,NULL,-9999,-9999,-9999,NULL,ELMORE,"RT 12, 3 MI NORTH OF WORCESTER TOWN LINE"
FW,-72.27112902,44.19832934,1396,Moose,NULL,NULL,5/18/93,-9999,NULL,-9999,-9999,-9999,NULL,WOODSTOCK,RT 4 2 MI E OF VILLAGE
FW,-72.2777484,44.1987457,1180,Moose,NULL,NULL,5/19/01,-9999,NULL,-9999,-9999,-9999,NULL,MENDON,"RTE 4, 0.1 MI E OF WHEELERVILLE RD"
FW,-72.27792278,43.91390529,2858,Moose,NULL,NULL,7/8/00,-9999,NULL,-9999,-9999,-9999,NULL,BELVIDERE,"RT 118, 1/2 M SO. OF AVERYS GORE"
FW,-72.28351049,44.47258547,2677,Moose,NULL,NULL,8/26/96,-9999,NULL,-9999,-9999,-9999,NULL,CANAAN,Rt. 114 .5 east of Wallace Pond.
FW,-72.28404506,44.47284882,1510,Moose,NULL,NULL,7/27/01,-9999,NULL,-9999,-9999,-9999,NULL,LOWELL,"MINES RD, FRONT OF ASBESTOS MINE"
FW,-72.28713193,44.36648388,2107,Moose,NULL,NULL,6/3/00,-9999,NULL,-9999,-9999,-9999,NULL,BRADFORD,RT 5 NEWBURY FT.
FW,-72.28891843,44.77500024,2808,Moose,NULL,NULL,6/17/92,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,RT 114 1/5 MI W OF AVERILL STREAM
FW,-72.2892351,44.79432553,2759,Moose,NULL,NULL,8/24/99,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,"RT 2, 5/10 MILE E OF HASTINGS RD & RT 2 INTERSECTI"
FW,-72.28949336,44.47422637,1511,Moose,NULL,NULL,9/17/01,-9999,NULL,-9999,-9999,-9999,NULL,LOWELL,"RTE 58, JUST W OF LOWELL/ IRASBURG TOWNLINE"
AOT,-72.29023057,44.93315131,2056,Deer RK UN,"Deer, RoadKill, Unknown",NULL,9/27/05,317,I 91,91,143.9,143.9,I091-0317,WHEELOCK,NULL
AOT,-72.2904443,44.32197927,367,Deer RK AD,"Deer, RoadKill, Adult Doe",NULL,3/15/04,1209,VT 232,232,0.4,0.4,V232-1209,MARSHFIELD,NULL
FW,-72.2910035,44.82937922,2574,Moose,NULL,NULL,10/17/94,-9999,NULL,-9999,-9999,-9999,NULL,WILLISTON,WILLISTON ROAD AND INDUSTRIAL AVENUE
FW,-72.29205215,44.18792511,1179,Moose,NULL,NULL,5/11/01,-9999,NULL,-9999,-9999,-9999,NULL,MENDON,"RTE 4, 1 MI W OF MENDON BEAVER POND"
FW,-72.29338888,44.82771615,2886,Moose,NULL,NULL,8/21/00,-9999,NULL,-9999,-9999,-9999,NULL,ELMORE,RT 12 ELMORE 2.7 MILES NORTH OF WORCESTER LINE
FW,-72.29406056,44.70531839,2770,Moose,NULL,NULL,11/9/90,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,APPROX 2 MI W OF LUNENBURG ON US 2
FW,-72.29788606,44.36425917,2320,Moose,NULL,NULL,5/20/90,-9999,NULL,-9999,-9999,-9999,NULL,GRANVILLE,ONE MI S OF ADDISON/WASHINGTON LINE
FW,-72.2991461,44.18041305,1951,Bear,NULL,NULL,5/6/94,-9999,NULL,-9999,-9999,-9999,NULL,SHARON,I 89-MM9/50
FW,-72.30457114,44.16740348,2486,Moose,NULL,NULL,6/19/98,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I-91 SBL mm 151/25
FW,-72.30527572,44.16599439,1953,Bear,NULL,NULL,10/15/94,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I 91 S.MM 145
FW,-72.30529885,44.48419585,1512,Moose,NULL,NULL,10/5/92,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,Rt. 2 1 mile West of TH 5
FW,-72.3068149,44.16192335,2851,Moose,NULL,NULL,10/1/98,-9999,NULL,-9999,-9999,-9999,NULL,HIGHGATE,"RT 207, HIGHGATE MANOR, HIGHGATE CENTER"
AOT,-72.30712903,43.70830066,284,Deer RK AD,"Deer, RoadKill, Adult Doe",Hit by an auto.,2/3/06,1411,US 5,5,1.05,1.05,U005-1411,NORWICH,NULL
FW,-72.30968384,43.70067307,2457,Moose,NULL,NULL,5/14/97,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I 91 North mm 150/80
FW,-72.30982338,43.69985712,2252,Moose,NULL,NULL,9/13/02,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,mm 148 S I-91
FW,-72.30991725,43.6991635,2827,Moose,NULL,NULL,9/4/98,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,Rt 114 2.5 Mi South of Canadian  border
FW,-72.31030248,44.15785058,2671,Moose,NULL,NULL,9/5/95,-9999,NULL,-9999,-9999,-9999,NULL,CANAAN,RT JUST WEST OF SLOCUM DRIVEWAY
